Name,Cuisine,Ranking,Rating,Price,ReviewCount,Reviews,URL_TA
Vox,"['Japanese', 'Sushi', 'European', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",243.0,4.0,High,412.0,"[['Dinner at Vox', 'good restaurant'], ['10/16/2017', '07/14/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d718843-Reviews-Vox-Berlin.html
Pequena Habana,"['Caribbean', 'Latin', 'Cuban', 'Central American', 'Vegetarian Friendly', 'Vegan Options']",244.0,4.5,Medium,131.0,"[['Excellent Cuban Restaurant', 'Fantastic Cuban food and atmosphere'], ['08/09/2017', '03/01/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6452975-Reviews-Pequena_Habana-Berlin.html
Ristorante & Vinobar CaliBocca,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",245.0,4.5,Medium,96.0,"[['Genuine and honest Italian with a vetry go...', 'Super delicious!'], ['12/01/2017', '11/30/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2211760-Reviews-Ristorante_Vinobar_CaliBocca-Berlin.html
Restaurant Reinstoff,"['German', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",246.0,4.5,High,378.0,"[['Special family celebration dinner', 'A Berlin Gem'], ['01/04/2018', '12/01/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1554873-Reviews-Restaurant_Reinstoff-Berlin.html
Beef Grill Club by Hasir,"['Steakhouse', 'American', 'European', 'Central European', 'Barbecue']",247.0,4.0,Medium,308.0,"[['Succulent juicy steaks', 'Great steak, expensive & a bit chaotic'], ['10/16/2017', '10/09/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8065575-Reviews-Beef_Grill_Club_by_Hasir-Berlin.html
Engelbecken Speisewirtschaft,"['German', 'European', 'Central European', 'Austrian', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",248.0,4.5,Medium,202.0,"[['Good food, lovely atmosphere.', 'Tasty home-cooked food'], ['12/11/2017', '10/30/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d958744-Reviews-Engelbecken_Speisewirtschaft-Berlin.html
Glass,"['European', 'Arabic', 'International', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options']",249.0,4.5,High,265.0,"[['Surprising, interesting, delicious, boundr...', 'Creative food with a Middle Eastern Punch'], ['01/03/2018', '12/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d4699956-Reviews-Glass-Berlin.html
Brlo Brwhouse,"['German', 'Bar', 'European', 'Vegetarian Friendly', 'Vegan Options']",250.0,4.0,Medium,133.0,"[['Great beer and wonderful popcorn', 'Worth the search party...'], ['01/08/2018', '12/30/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10663177-Reviews-Brlo_Brwhouse-Berlin.html
Nu,"['Asian', 'Thai', 'Chinese', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",251.0,4.5,Medium,352.0,"[['Very good but also expensive', 'I love this palace 😋'], ['12/27/2017', '12/04/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1098810-Reviews-Nu-Berlin.html
Hamy Cafe,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",252.0,4.5,Low,273.0,"[['Tasty and affordable food', 'Quick and Tasty'], ['12/28/2017', '12/27/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d776308-Reviews-Hamy_Cafe-Berlin.html
Lamazere Brasserie,"['French', 'European', 'Central European', 'Vegetarian Friendly']",253.0,4.5,Medium,151.0,"[['Amazing!', 'Fenomenal restaurant! This place does not...'], ['07/12/2017', '05/15/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d4830540-Reviews-Lamazere_Brasserie-Berlin.html
Ristorante Lungomare,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",254.0,4.0,Medium,490.0,"[['Solid Italian', 'Great pizza'], ['12/22/2017', '12/17/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1342573-Reviews-Ristorante_Lungomare-Berlin.html
Leibhaftig,"['German', 'European', 'Central European', 'Vegetarian Friendly']",255.0,4.5,Medium,139.0,"[['Brilliant', 'Very pleasant'], ['12/22/2017', '11/10/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3193342-Reviews-Leibhaftig-Berlin.html
Tulus Lotrek,['Vegetarian Friendly'],256.0,5.0,High,55.0,"[['Wow! What an experience!', 'Find your happiness here!'], ['11/28/2017', '10/17/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8829808-Reviews-Tulus_Lotrek-Berlin.html
Zum Nussbaum,"['German', 'Bar', 'European', 'Central European']",257.0,4.0,Medium,514.0,"[['Historic Berlin Tavern at the Nikolaiviert...', 'Berliner traditional and rustic food'], ['12/07/2017', '11/22/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1360717-Reviews-Zum_Nussbaum-Berlin.html
YamYam,"['Asian', 'Korean', 'Vegetarian Friendly', 'Vegan Options']",258.0,4.0,Low,378.0,"[['Good Korean Food', 'Cool place, super food'], ['01/09/2018', '08/27/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1791139-Reviews-YamYam-Berlin.html
Zur Kleinen Markthalle,"['German', 'European', 'Pub', 'Central European']",259.0,4.5,Medium,131.0,"[['Excellent Spot; Great Beer & Food', 'Great vintage pub'], ['12/08/2017', '12/06/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2090803-Reviews-Zur_Kleinen_Markthalle-Berlin.html
Aida,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",260.0,4.0,Medium,219.0,"[['Super food and staff', 'Unassuming restaurant with homely feel'], ['11/29/2017', '10/26/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d954321-Reviews-Aida-Berlin.html
Restaurant Feinberg's,"['Grill', 'Israeli', 'Vegan Options', 'Kosher', 'Vegetarian Friendly']",261.0,4.5,Medium,251.0,"[['Awesome Quality Israeli Food', 'Authentic Israeli Food in the heart of Ber...'], ['12/19/2017', '11/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d4107115-Reviews-Restaurant_Feinberg_s-Berlin.html
Black & White Turkisches Restaurant & Cafe,"['European', 'Turkish', 'Middle Eastern', 'Mediterranean', 'Vegetarian Friendly']",262.0,4.5,Medium,197.0,"[['Black & White Turkish Restaurant', 'Exceptional restaurant'], ['12/20/2017', '12/19/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2298254-Reviews-Black_White_Turkisches_Restaurant_Cafe-Berlin.html
Dae Mon,"['Asian', 'Korean', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",263.0,4.5,High,151.0,"[['Great Asian fusion', 'Exciting cuisine'], ['01/01/2018', '11/09/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7284072-Reviews-Dae_Mon-Berlin.html
Currymitte Berlin,"['German', 'Fast Food', 'European']",264.0,4.5,Low,127.0,"[['Just as expected', 'Great sarcastic currywurstmaker and warm b...'], ['10/09/2017', '09/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3785838-Reviews-Currymitte_Berlin-Berlin.html
Rueyam Gemuse Kebab,"['Fast Food', 'Turkish', 'Middle Eastern', 'Vegetarian Friendly', 'Halal']",265.0,4.5,Low,63.0,"[['Good Kebab', 'Delicious'], ['01/07/2018', '12/19/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10234425-Reviews-Rueyam_Gemuse_Kebab-Berlin.html
Rose Garden,"['Cafe', 'International', 'European', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",266.0,4.0,Medium,110.0,"[['Top place, Top staff', 'Oasis of relaxed ambience'], ['01/09/2018', '12/29/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d11888136-Reviews-Rose_Garden-Berlin.html
Fontana di Trevi,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",267.0,4.0,Medium,265.0,"[['Basic Italian Restaurant/ Good price/ Grea...', 'What a great find.'], ['12/31/2017', '12/04/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1349288-Reviews-Fontana_di_Trevi-Berlin.html
Viet Bowl,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",268.0,4.5,Low,80.0,"[['A great find!', 'Great Asian Food'], ['11/04/2017', '10/21/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5526545-Reviews-Viet_Bowl-Berlin.html
Centolire,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",269.0,4.5,Medium,546.0,"[['Delicious food with great service', 'Delicious foods'], ['11/05/2017', '10/23/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2632685-Reviews-Centolire-Berlin.html
Taleh Thai,"['Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options']",270.0,4.5,Medium,141.0,"[['Best Tom Kha Gai in Berlin!!!!!', 'Excellent authentic Thai'], ['09/27/2017', '08/25/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1206549-Reviews-Taleh_Thai-Berlin.html
The Butcher Berlin,"['American', 'Bar', 'European', 'Vegetarian Friendly']",271.0,4.0,Medium,130.0,"[['Excellent burger bar', 'Really great burgers'], ['11/19/2017', '09/04/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10396168-Reviews-The_Butcher_Berlin-Berlin.html
Genazvale,"['Eastern European', 'Vegetarian Friendly']",272.0,4.5,Medium,126.0,"[['Straight out of Georgia', 'Great Georgia Restaurant'], ['01/01/2018', '12/22/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1017589-Reviews-Genazvale-Berlin.html
Vollbluth,"['German', 'Cafe', 'European', 'Delicatessen', 'Street Food', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",273.0,5.0,Medium,29.0,"[['Great place to go!', 'Love this place'], ['12/08/2017', '09/13/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d12785127-Reviews-Vollbluth-Berlin.html
Bejte Ethiopian Restaurant,"['African', 'Ethiopian', 'Vegetarian Friendly', 'Vegan Options']",274.0,4.5,Medium,237.0,"[['Authentic taste and beautiful tradition', 'Very interesting experience'], ['12/28/2017', '12/01/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1037265-Reviews-Bejte_Ethiopian_Restaurant-Berlin.html
White Trash Fast Food,"['Bar', 'International', 'Vegetarian Friendly']",275.0,4.0,Medium,962.0,"[['Now they have new name but similar concept', 'Greatest Fried Chicken!'], ['08/11/2017', '07/14/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d967482-Reviews-White_Trash_Fast_Food-Berlin.html
Restaurant Refugium,"['German', 'European', 'Central European', 'Vegetarian Friendly']",276.0,4.0,High,381.0,"[['Good location!', 'Pricey, but good.'], ['12/09/2017', '08/11/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d718289-Reviews-Restaurant_Refugium-Berlin.html
Masteca e Tasi,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",277.0,4.5,Medium,158.0,"[['Finally food from Northern Italy in Berlin', '100% ITALIAN'], ['10/28/2017', '02/15/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5524099-Reviews-Masteca_e_Tasi-Berlin.html
Ristorantino Cotto e Crudo,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",278.0,4.5,Medium,111.0,"[['Tiny but lovely', 'Real Italian'], ['12/14/2017', '12/05/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2306332-Reviews-Ristorantino_Cotto_e_Crudo-Berlin.html
Pratirio,"['Seafood', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",279.0,4.0,Medium,252.0,"[['Greek evening with colleagues', 'Worth a v'], ['12/21/2017', '10/01/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1418095-Reviews-Pratirio-Berlin.html
Trattoria La Terrazza,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",280.0,4.5,Medium,99.0,"[['Hidden gem!!', 'Good food'], ['11/23/2017', '07/05/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5604273-Reviews-Trattoria_La_Terrazza-Berlin.html
Soy,"['Asian', 'Thai', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",281.0,4.5,Medium,298.0,"[[""BEST VEGAN FOOD I'VE EVER HAD!"", 'Excellent soups'], ['01/07/2018', '01/07/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8360654-Reviews-Soy-Berlin.html
Prince,"['Asian', 'Thai', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options']",282.0,4.0,Medium,191.0,"[['Dessert', 'Great cocktails and an interesting menu'], ['01/03/2018', '12/17/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7059700-Reviews-Prince-Berlin.html
Bandol sur Mer,"['French', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",283.0,4.5,High,149.0,"[['Splendid, magnificent', 'Very positively surprised'], ['12/16/2017', '12/05/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3540387-Reviews-Bandol_sur_Mer-Berlin.html
Ottavio,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",284.0,4.5,Medium,112.0,"[['A wonderful find a few blocks from the Kur...', 'A must try Italian restaurant !'], ['10/29/2017', '10/18/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6702878-Reviews-Ottavio-Berlin.html
Mirchi Singapore Restaurant,"['Indian', 'Asian', 'Thai', 'Singaporean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",285.0,4.0,Medium,364.0,"[['amazing noodles', 'Peaceful food feeling inside'], ['11/04/2017', '10/27/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d800968-Reviews-Mirchi_Singapore_Restaurant-Berlin.html
Konnopke's,"['German', 'Fast Food']",286.0,4.0,Low,427.0,"[['Traditional local street food with superb...', 'Authentic currywurst for everyone'], ['10/16/2017', '08/16/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1010126-Reviews-Konnopke_s-Berlin.html
Hausbrauerei Eschenbrau,"['Bar', 'Pub', 'Vegetarian Friendly']",287.0,4.5,Low,91.0,"[['Great beer, nice atmosphere!', 'In the backyard'], ['12/31/2017', '08/22/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1645691-Reviews-Hausbrauerei_Eschenbrau-Berlin.html
Ristorante Tra Di Noi,"['Italian', 'Mediterranean', 'Diner', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",288.0,4.5,Medium,252.0,"[['Tucked away but well worth searching for.', 'Italian!'], ['11/13/2017', '10/15/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6959776-Reviews-Ristorante_Tra_Di_Noi-Berlin.html
Restaurant Masel Topf,"['Central European', 'Israeli', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",289.0,4.5,Medium,178.0,"[['Nice experience', 'Everything was Perfect!'], ['12/05/2017', '11/22/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6780640-Reviews-Restaurant_Masel_Topf-Berlin.html
Brauhaus Spandau,"['German', 'Bar', 'European', 'Pub', 'Central European', 'Vegetarian Friendly']",290.0,4.0,Medium,311.0,"[['A must-have stop while in Spandau', 'Tragedy on the plate'], ['01/23/2017', '11/30/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2621532-Reviews-Brauhaus_Spandau-Berlin.html
Die Berliner Republik - Brokers Bierborse,"['German', 'Bar', 'European', 'Pub', 'Central European', 'Vegetarian Friendly']",291.0,3.5,Medium,1439.0,"[['Great Local Meal and Atmosphere', 'Lovely lunch.'], ['12/16/2017', '12/07/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d695537-Reviews-Die_Berliner_Republik_Brokers_Bierborse-Berlin.html
Galeria Kaufhof Berlin,"['European', 'German', 'Cafe', 'Vegetarian Friendly']",292.0,4.5,Medium,118.0,"[['Fine place for food', 'This is an amazing monument to consumerism...'], ['11/08/2017', '09/08/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7387579-Reviews-Galeria_Kaufhof_Berlin-Berlin.html
Lutter und Wegner,"['German', 'Austrian', 'European', 'Central European', 'Vegetarian Friendly']",293.0,4.0,Medium,1526.0,"[['Old world Austrian food', 'Traditional and very tasty'], ['01/03/2018', '12/13/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1192474-Reviews-Lutter_und_Wegner-Berlin.html
Der Hahn ist tot,"['European', 'French', 'Central European', 'Vegetarian Friendly']",294.0,4.5,Medium,139.0,"[['Home fair ...', 'Super!'], ['12/17/2017', '09/20/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2450463-Reviews-Der_Hahn_ist_tot-Berlin.html
Ristorante Piccolo Mondo,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",295.0,4.5,High,156.0,"[['Best prices in Berlin', 'Un italiano vero'], ['10/19/2017', '09/01/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1469188-Reviews-Ristorante_Piccolo_Mondo-Berlin.html
Santa Maria,"['Mexican', 'Latin', 'Central American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",296.0,4.0,Medium,432.0,"[['Quesadillas', 'Cozy, simple, good quality!'], ['01/02/2018', '10/15/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1971892-Reviews-Santa_Maria-Berlin.html
Haus der 100 Biere,"['German', 'Bar', 'European', 'Pub', 'Central European', 'Contemporary', 'Vegetarian Friendly']",297.0,4.0,Medium,225.0,"[['Fab little pub!', 'Big portions of trad German fare - with be...'], ['12/14/2017', '11/26/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2429039-Reviews-Haus_der_100_Biere-Berlin.html
Pho Nguyen,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options']",298.0,4.5,Low,129.0,"[['Perfect pho for a cold berlin night', 'Great food at a low price'], ['01/06/2018', '10/14/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3684518-Reviews-Pho_Nguyen-Berlin.html
Kempinski Grill,"['European', 'German', 'International', 'Central European', 'Vegetarian Friendly']",299.0,4.5,High,100.0,"[['excellent restaurant tucked in a corner', 'Elegance defined'], ['11/15/2017', '09/27/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2642006-Reviews-Kempinski_Grill-Berlin.html
The Bird Steakhouse,"['Steakhouse', 'American', 'Bar', 'Vegetarian Friendly']",300.0,4.0,Medium,147.0,"[['Awesome!', 'Very good!!'], ['11/01/2017', '11/01/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d9881128-Reviews-The_Bird_Steakhouse-Berlin.html
BAO Vietnamese Cooking,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",301.0,5.0,Low,74.0,"[['Great food in nice surroundings', 'Wonderful small place'], ['06/28/2017', '05/04/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3902892-Reviews-BAO_Vietnamese_Cooking-Berlin.html
Zenkichi Modern Japanese Brasserie,"['Japanese', 'Asian', 'Vegetarian Friendly']",302.0,4.5,High,132.0,"[['Simply perfect', 'Amazing, feels like you are in Japan'], ['01/07/2018', '01/03/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7908111-Reviews-Zenkichi_Modern_Japanese_Brasserie-Berlin.html
Spreegold,"['Cafe', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",303.0,4.0,Medium,496.0,"[['Worth a stop', 'Best cinnamon bun EVER'], ['12/25/2017', '11/20/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2640168-Reviews-Spreegold-Berlin.html
Skybar,['Bar'],304.0,4.0,Medium,263.0,"[['Great views', 'Beautifull Skybar with excellent view!'], ['11/14/2017', '08/10/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2216250-Reviews-Skybar-Berlin.html
Barce Lona Tapasbar & Restaurant,"['Seafood', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options']",305.0,4.0,Medium,363.0,"[['Nice little tapas place', 'Spanish food at Check point Charlie'], ['12/14/2017', '12/12/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7002350-Reviews-Barce_Lona_Tapasbar_Restaurant-Berlin.html
